amplicon,sample_name,sample_title,sra_title,block,unique_id,drought,inoculum,fire_freq,species,sra_accession,sra_bioproject,filename_r1,filename_r2,wilting_scale,bud_number,leaf_number,leaf_length,height,nodule_num,shoot_dm,final_root_dm,seqtab_rows,inoculum_site,inoculum_burn_freq,mean_NO3,mean_NH4,mean_P,mean_K,mean_SO4_S,mean_B,mean_OM,mean_pH,mean_EC,mean_Zn,mean_Mn,mean_Cu,mean_Fe,mean_Ca,mean_Mg,mean_Na,mean_TKN,mean_C_N_ratio,mean_Sand,mean_Silt,mean_Clay,host,other_frompreviouscolumn
ITS2,F-R-211,F-R-211_ITS,ITS2 amplicons from Snowbrush sample F-R-211,8,Q211,ND,1Burn_W3,1,Snowbrush,SRR27554183,PRJNA1064977,F-R-211_S271_L001_R1_001.fastq.gz,F-R-211_S271_L001_R2_001.fastq.gz,1,0,17,3,5,0,0.2938,0.5697,F-R-211,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-212,F-R-212_ITS,ITS2 amplicons from GrandFir sample F-R-212,8,Q212,D,3Burn_W6,3,GrandFir,SRR27554182,PRJNA1064977,F-R-212_S309_L001_R1_001.fastq.gz,F-R-212_S309_L001_R2_001.fastq.gz,1,6,52,2.1,5.9,NA,0.1664,0.2558,F-R-212,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Abies grandis,NA
ITS2,F-R-213,F-R-213_ITS,ITS2 amplicons from GrandFir sample F-R-213,8,Q213,ND,3Burn_W5,3,GrandFir,SRR27554181,PRJNA1064977,F-R-213_S321_L001_R1_001.fastq.gz,F-R-213_S321_L001_R2_001.fastq.gz,1,3,23,1.5,4,NA,0.0811,0.1889,F-R-213,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Abies grandis,NA
ITS2,F-R-214,F-R-214_ITS,ITS2 amplicons from Snowbrush sample F-R-214,8,Q214,D,1Burn_W4,1,Snowbrush,SRR27554180,PRJNA1064977,F-R-214_S283_L001_R1_001.fastq.gz,F-R-214_S283_L001_R2_001.fastq.gz,6,0,19,2.2,4.9,0,0.3838,0.7453,F-R-214,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-215,F-R-215_ITS,ITS2 amplicons from GrandFir sample F-R-215,8,Q215,D,0Burn_W2,0,GrandFir,SRR27554178,PRJNA1064977,F-R-215_S333_L001_R1_001.fastq.gz,F-R-215_S333_L001_R2_001.fastq.gz,1,6,93,1.6,5.4,NA,0.2693,0.3767,F-R-215,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Abies grandis,NA
ITS2,F-R-216,F-R-216_ITS,ITS2 amplicons from Snowbrush sample F-R-216,8,Q216,ND,0Burn_W2,0,Snowbrush,SRR27554177,PRJNA1064977,F-R-216_S200_L001_R1_001.fastq.gz,F-R-216_S200_L001_R2_001.fastq.gz,1,0,23,3,4.5,7,0.7712,1.971,F-R-216,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-217,F-R-217_ITS,ITS2 amplicons from GrandFir sample F-R-217,8,Q217,D,1Burn_W4,1,GrandFir,SRR27554176,PRJNA1064977,F-R-217_S345_L001_R1_001.fastq.gz,F-R-217_S345_L001_R2_001.fastq.gz,1,1,42,1.8,7.5,NA,0.1829,0.2451,F-R-217,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-218,F-R-218_ITS,ITS2 amplicons from GrandFir sample F-R-218,8,Q218,D,3Burn_W5,3,GrandFir,SRR27554175,PRJNA1064977,F-R-218_S357_L001_R1_001.fastq.gz,F-R-218_S357_L001_R2_001.fastq.gz,1,8,34,3.2,8.4,NA,0.3092,0.5895,F-R-218,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Abies grandis,NA
ITS2,F-R-219,F-R-219_ITS,ITS2 amplicons from GrandFir sample F-R-219,8,Q219,ND,1Burn_W3,1,GrandFir,SRR27554174,PRJNA1064977,F-R-219_S369_L001_R1_001.fastq.gz,F-R-219_S369_L001_R2_001.fastq.gz,1,1,6,0.8,5.3,NA,0.0723,0.1012,F-R-219,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Abies grandis,NA
ITS2,F-R-220,F-R-220_ITS,ITS2 amplicons from Snowbrush sample F-R-220,8,Q220,ND,3Burn_W6,3,Snowbrush,SRR27554033,PRJNA1064977,F-R-220_S212_L001_R1_001.fastq.gz,F-R-220_S212_L001_R2_001.fastq.gz,1,0,11,1.3,4,38,0.1798,0.4911,F-R-220,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-221,F-R-221_ITS,ITS2 amplicons from Snowbrush sample F-R-221,8,Q221,D,3Burn_W5,3,Snowbrush,SRR27554032,PRJNA1064977,F-R-221_S224_L001_R1_001.fastq.gz,F-R-221_S224_L001_R2_001.fastq.gz,1,0,18,2.2,5,15,0.2367,0.4695,F-R-221,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,NA
ITS2,F-R-222,F-R-222_ITS,ITS2 amplicons from GrandFir sample F-R-222,8,Q222,D,Sterile,NA,GrandFir,SRR27554031,PRJNA1064977,F-R-222_S381_L001_R1_001.fastq.gz,F-R-222_S381_L001_R2_001.fastq.gz,1,4,32,1.9,5.6,NA,0.1349,0.2872,F-R-222,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-223,F-R-223_ITS,ITS2 amplicons from GrandFir sample F-R-223,8,Q223,ND,1Burn_W4,1,GrandFir,SRR27554030,PRJNA1064977,F-R-223_S298_L001_R1_001.fastq.gz,F-R-223_S298_L001_R2_001.fastq.gz,1,5,35,2.7,6.3,NA,0.2536,0.6848,F-R-223,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-224,F-R-224_ITS,ITS2 amplicons from GrandFir sample F-R-224,8,Q224,ND,Sterile,NA,GrandFir,SRR27554029,PRJNA1064977,F-R-224_S310_L001_R1_001.fastq.gz,F-R-224_S310_L001_R2_001.fastq.gz,1,6,37,1.9,5.4,NA,0.1596,0.2996,F-R-224,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-281,F-R-281_ITS,ITS2 amplicons from Snowbrush sample F-R-281,11,Q281,ND,3Burn_W5,3,Snowbrush,SRR27554027,PRJNA1064977,F-R-281_S248_L001_R1_001.fastq.gz,F-R-281_S248_L001_R2_001.fastq.gz,1,0,20,3,4.9,13,0.6449,1.4487,F-R-281,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,NA
ITS2,F-R-282,F-R-282_ITS,ITS2 amplicons from GrandFir sample F-R-282,11,Q282,ND,1Burn_W3,1,GrandFir,SRR27554026,PRJNA1064977,F-R-282_S322_L001_R1_001.fastq.gz,F-R-282_S322_L001_R2_001.fastq.gz,1,1,3,0.8,4,NA,0.0423,0.1546,F-R-282,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Abies grandis,NA
ITS2,F-R-283,F-R-283_ITS,ITS2 amplicons from Snowbrush sample F-R-283,11,Q283,ND,0Burn_W1,0,Snowbrush,SRR27554025,PRJNA1064977,F-R-283_S260_L001_R1_001.fastq.gz,F-R-283_S260_L001_R2_001.fastq.gz,1,0,22,2.6,6.5,1,0.4625,1.0323,F-R-283,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-284,F-R-284_ITS,ITS2 amplicons from Snowbrush sample F-R-284,11,Q284,D,3Burn_W5,3,Snowbrush,SRR27554024,PRJNA1064977,F-R-284_S272_L001_R1_001.fastq.gz,F-R-284_S272_L001_R2_001.fastq.gz,6,0,26,2.2,5.5,0,0.5958,0.6693,F-R-284,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Ceanothus velutinus,NA
ITS2,F-R-285,F-R-285_ITS,ITS2 amplicons from GrandFir sample F-R-285,11,Q285,D,3Burn_W5,3,GrandFir,SRR27554023,PRJNA1064977,F-R-285_S334_L001_R1_001.fastq.gz,F-R-285_S334_L001_R2_001.fastq.gz,1,2,22,2.1,4,NA,0.1187,0.4256,F-R-285,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Abies grandis,NA
ITS2,F-R-286,F-R-286_ITS,ITS2 amplicons from GrandFir sample F-R-286,11,Q286,D,Sterile,NA,GrandFir,SRR27554022,PRJNA1064977,F-R-286_S346_L001_R1_001.fastq.gz,F-R-286_S346_L001_R2_001.fastq.gz,1,1,21,1,4.5,NA,0.0536,0.1376,F-R-286,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-287,F-R-287_ITS,ITS2 amplicons from GrandFir sample F-R-287,11,Q287,D,3Burn_W6,3,GrandFir,SRR27554021,PRJNA1064977,F-R-287_S358_L001_R1_001.fastq.gz,F-R-287_S358_L001_R2_001.fastq.gz,5,1,3,0.9,4.5,NA,0.03,NA,F-R-287,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Abies grandis,NA
ITS2,F-R-288,F-R-288_ITS,ITS2 amplicons from GrandFir sample F-R-288,11,Q288,ND,3Burn_W6,3,GrandFir,SRR27554020,PRJNA1064977,F-R-288_S370_L001_R1_001.fastq.gz,F-R-288_S370_L001_R2_001.fastq.gz,1,3,21,1.6,5.3,NA,0.0782,0.2193,F-R-288,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Abies grandis,NA
ITS2,F-R-289,F-R-289_ITS,ITS2 amplicons from GrandFir sample F-R-289,11,Q289,ND,Sterile,NA,GrandFir,SRR27554019,PRJNA1064977,F-R-289_S382_L001_R1_001.fastq.gz,F-R-289_S382_L001_R2_001.fastq.gz,1,3,18,1.2,4.9,NA,0.0526,NA,F-R-289,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-290,F-R-290_ITS,ITS2 amplicons from GrandFir sample F-R-290,11,Q290,D,0Burn_W1,0,GrandFir,SRR27554018,PRJNA1064977,F-R-290_S299_L001_R1_001.fastq.gz,F-R-290_S299_L001_R2_001.fastq.gz,1,3,12,0.4,7.7,NA,0.0871,0.2178,F-R-290,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Abies grandis,NA
ITS2,F-R-291,F-R-291_ITS,ITS2 amplicons from GrandFir sample F-R-291,11,Q291,ND,1Burn_W4,1,GrandFir,SRR27554016,PRJNA1064977,F-R-291_S311_L001_R1_001.fastq.gz,F-R-291_S311_L001_R2_001.fastq.gz,1,7,59,3.2,6,NA,0.3612,0.8359,F-R-291,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-292,F-R-292_ITS,ITS2 amplicons from Snowbrush sample F-R-292,11,Q292,D,0Burn_W1,0,Snowbrush,SRR27554015,PRJNA1064977,F-R-292_S201_L001_R1_001.fastq.gz,F-R-292_S201_L001_R2_001.fastq.gz,1,0,5,1.2,3.6,0,0.0892,0.1842,F-R-292,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-293,F-R-293_ITS,ITS2 amplicons from Snowbrush sample F-R-293,11,Q293,D,Sterile,NA,Snowbrush,SRR27554014,PRJNA1064977,F-R-293_S213_L001_R1_001.fastq.gz,F-R-293_S213_L001_R2_001.fastq.gz,4,0,11,2.3,3.5,0,0.2724,0.49,F-R-293,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-294,F-R-294_ITS,ITS2 amplicons from Snowbrush sample F-R-294,11,Q294,D,3Burn_W6,3,Snowbrush,SRR27554013,PRJNA1064977,F-R-294_S225_L001_R1_001.fastq.gz,F-R-294_S225_L001_R2_001.fastq.gz,6,0,11,1.7,4,13,0.2098,0.4927,F-R-294,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-295,F-R-295_ITS,ITS2 amplicons from Snowbrush sample F-R-295,11,Q295,ND,0Burn_W2,0,Snowbrush,SRR27554012,PRJNA1064977,F-R-295_S237_L001_R1_001.fastq.gz,F-R-295_S237_L001_R2_001.fastq.gz,1,0,19,2.3,6.8,3,0.4209,0.9091,F-R-295,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-296,F-R-296_ITS,ITS2 amplicons from Snowbrush sample F-R-296,11,Q296,D,1Burn_W4,1,Snowbrush,SRR27554011,PRJNA1064977,F-R-296_S249_L001_R1_001.fastq.gz,F-R-296_S249_L001_R2_001.fastq.gz,6,0,19,2,5,0,0.3773,0.5859,F-R-296,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-297,F-R-297_ITS,ITS2 amplicons from Snowbrush sample F-R-297,11,Q297,D,0Burn_W2,0,Snowbrush,SRR27554010,PRJNA1064977,F-R-297_S261_L001_R1_001.fastq.gz,F-R-297_S261_L001_R2_001.fastq.gz,1,0,12,2.5,4.6,3,0.3352,0.6385,F-R-297,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-298,F-R-298_ITS,ITS2 amplicons from Snowbrush sample F-R-298,11,Q298,ND,1Burn_W4,1,Snowbrush,SRR27554009,PRJNA1064977,F-R-298_S273_L001_R1_001.fastq.gz,F-R-298_S273_L001_R2_001.fastq.gz,1,0,19,2.4,4.5,3,0.4813,1.3599,F-R-298,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-299,F-R-299_ITS,ITS2 amplicons from GrandFir sample F-R-299,11,Q299,D,1Burn_W4,1,GrandFir,SRR27554008,PRJNA1064977,F-R-299_S323_L001_R1_001.fastq.gz,F-R-299_S323_L001_R2_001.fastq.gz,1,3,18,0.6,5.5,NA,0.1179,0.1643,F-R-299,4,1,4.16666666666667,10.4333333333333,8.33333333333333,72.3333333333333,9.66666666666667,0.05,5.97666666666667,6,0.033333333333333,0.333333333333333,12.2,0.733333333333333,20.6666666666667,1.5,0.333333333333333,0.056666666666667,0.103,17.1983333333333,88.8,10.8,0.4,Abies grandis,NA
ITS2,F-R-300,F-R-300_ITS,ITS2 amplicons from GrandFir sample F-R-300,11,Q300,ND,3Burn_W5,3,GrandFir,SRR27554007,PRJNA1064977,F-R-300_S335_L001_R1_001.fastq.gz,F-R-300_S335_L001_R2_001.fastq.gz,1,5,20,1.3,5.8,NA,0.1058,0.1709,F-R-300,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Abies grandis,NA
ITS2,F-R-301,F-R-301_ITS,ITS2 amplicons from GrandFir sample F-R-301,11,Q301,ND,0Burn_W1,0,GrandFir,SRR27554004,PRJNA1064977,F-R-301_S347_L001_R1_001.fastq.gz,F-R-301_S347_L001_R2_001.fastq.gz,1,1,20,1.5,5.3,NA,0.0571,NA,F-R-301,1,0,1.36666666666667,10.0666666666667,10,108,12,0.036666666666667,7.89333333333333,5.96666666666667,0.096666666666667,0.733333333333333,26.3,0.533333333333333,58,1.66666666666667,0.4,0.043333333333333,0.179,26.3323333333333,80.8,18.8,0.4,Abies grandis,NA
ITS2,F-R-302,F-R-302_ITS,ITS2 amplicons from GrandFir sample F-R-302,11,Q302,D,0Burn_W2,0,GrandFir,SRR27554003,PRJNA1064977,F-R-302_S359_L001_R1_001.fastq.gz,F-R-302_S359_L001_R2_001.fastq.gz,1,2,23,1.3,5,NA,0.0978,0.2461,F-R-302,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Abies grandis,NA
ITS2,F-R-303,F-R-303_ITS,ITS2 amplicons from Snowbrush sample F-R-303,11,Q303,ND,3Burn_W6,3,Snowbrush,SRR27554002,PRJNA1064977,F-R-303_S285_L001_R1_001.fastq.gz,F-R-303_S285_L001_R2_001.fastq.gz,1,0,22,3.3,5.8,21,0.7935,1.2267,F-R-303,6,3,8.53333333333333,6.2,7.66666666666667,59.3333333333333,4.66666666666667,0.103333333333333,5.67,5.73333333333333,0.053333333333333,0.733333333333333,10.2333333333333,0.766666666666667,23,2.86666666666667,0.4,0.046666666666667,0.156666666666667,21.452,90.8,8.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-304,F-R-304_ITS,ITS2 amplicons from Snowbrush sample F-R-304,11,Q304,D,1Burn_W3,1,Snowbrush,SRR27553969,PRJNA1064977,F-R-304_S202_L001_R1_001.fastq.gz,F-R-304_S202_L001_R2_001.fastq.gz,3,0,2,0.6,2.5,0,0.0233,NA,F-R-304,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-305,F-R-305_ITS,ITS2 amplicons from Snowbrush sample F-R-305,11,Q305,ND,Sterile,NA,Snowbrush,SRR27553968,PRJNA1064977,F-R-305_S214_L001_R1_001.fastq.gz,F-R-305_S214_L001_R2_001.fastq.gz,1,0,13,2.4,4.9,0,0.2331,0.5082,F-R-305,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-306,F-R-306_ITS,ITS2 amplicons from Snowbrush sample F-R-306,11,Q306,ND,1Burn_W3,1,Snowbrush,SRR27553967,PRJNA1064977,F-R-306_S226_L001_R1_001.fastq.gz,F-R-306_S226_L001_R2_001.fastq.gz,1,0,3,1,3.2,0,0.0524,0.1605,F-R-306,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-307,F-R-307_ITS,ITS2 amplicons from GrandFir sample F-R-307,11,Q307,ND,0Burn_W2,0,GrandFir,SRR27553966,PRJNA1064977,F-R-307_S371_L001_R1_001.fastq.gz,F-R-307_S371_L001_R2_001.fastq.gz,1,4,24,1.5,5.5,NA,0.1164,0.2064,F-R-307,2,0,1.33333333333333,8.1,7.66666666666667,92.3333333333333,6,0.043333333333333,6.40666666666667,6.16666666666667,0.086666666666667,0.266666666666667,16,0.433333333333333,29,1.83333333333333,0.333333333333333,0.036666666666667,0.166333333333333,26.2156666666667,80.8,18.8,0.4,Abies grandis,NA
ITS2,F-R-308,F-R-308_ITS,ITS2 amplicons from GrandFir sample F-R-308,11,Q308,D,1Burn_W3,1,GrandFir,SRR27553965,PRJNA1064977,F-R-308_S383_L001_R1_001.fastq.gz,F-R-308_S383_L001_R2_001.fastq.gz,1,2,8,1.5,4.5,NA,0.0615,0.1466,F-R-308,3,1,1.7,4.96666666666667,7.33333333333333,61.6666666666667,11.3333333333333,0.07,5.18333333333333,6.36666666666667,0.416666666666667,0.1,10.1,0.666666666666667,15.3333333333333,2.03333333333333,0.3,0.04,0.099,27.1886666666667,82.8,16.8,0.4,Abies grandis,NA
ITS2,F-R-337,F-R-337_ITS,ITS2 amplicons from Snowbrush sample F-R-337,13,Q337,D,Sterile,NA,Snowbrush,SRR27553964,PRJNA1064977,F-R-337_S238_L001_R1_001.fastq.gz,F-R-337_S238_L001_R2_001.fastq.gz,1,0,10,2.5,5,0,0.2004,0.5701,F-R-337,Sterile,NA,2.45,19.1,6.16666666666667,52.8333333333333,8.5,0.04,4.825,5.73333333333333,0.11,0.25,63.2833333333333,0.533333333333333,14.8333333333333,1.55,0.3,0.07,0.110333333333333,25.6353333333333,88.8,10.8,0.4,Ceanothus velutinus,NA
ITS2,F-R-338,F-R-338_ITS,ITS2 amplicons from GrandFir sample F-R-338,13,Q338,ND,3Burn_W5,3,GrandFir,SRR27553963,PRJNA1064977,F-R-338_S300_L001_R1_001.fastq.gz,F-R-338_S300_L001_R2_001.fastq.gz,1,3,19,0.7,4.3,NA,0.0649,0.1209,F-R-338,5,3,14.5333333333333,7.16666666666667,7,82,4.33333333333333,0.153333333333333,7.07333333333333,6.3,0.113333333333333,0.866666666666667,15.5666666666667,0.833333333333333,23,4.96666666666667,0.566666666666667,0.05,0.239333333333333,17.4663333333333,86.8,10.8,2.4,Abies grandis,NA
